Country,Year,Series,Value
Latvia,2017,Domestic general government health expenditure (% of total government expenditure),9.0019
Lebanon,2000,Current health expenditure (% of GDP),10.8367
Lebanon,2005,Current health expenditure (% of GDP),7.5512
Lebanon,2010,Current health expenditure (% of GDP),7.4433
Lebanon,2015,Current health expenditure (% of GDP),7.6793
Lebanon,2016,Current health expenditure (% of GDP),7.8226
Lebanon,2017,Current health expenditure (% of GDP),8.1955
Lebanon,2000,Domestic general government health expenditure (% of total government expenditure),7.5372
Lebanon,2005,Domestic general government health expenditure (% of total government expenditure),9.2284
Lebanon,2010,Domestic general government health expenditure (% of total government expenditure),10.2938
Lebanon,2015,Domestic general government health expenditure (% of total government expenditure),13.5022
Lebanon,2016,Domestic general government health expenditure (% of total government expenditure),13.5022
Lebanon,2017,Domestic general government health expenditure (% of total government expenditure),13.5022
Lesotho,2000,Current health expenditure (% of GDP),5.8572
Lesotho,2005,Current health expenditure (% of GDP),5.0662
Lesotho,2010,Current health expenditure (% of GDP),7.6177
Lesotho,2015,Current health expenditure (% of GDP),8.4016
Lesotho,2016,Current health expenditure (% of GDP),7.9485
Lesotho,2017,Current health expenditure (% of GDP),8.7632
Lesotho,2000,Domestic general government health expenditure (% of total government expenditure),7.6923
Lesotho,2005,Domestic general government health expenditure (% of total government expenditure),5.8353
Lesotho,2010,Domestic general government health expenditure (% of total government expenditure),8.6495
Lesotho,2015,Domestic general government health expenditure (% of total government expenditure),11.2762
Lesotho,2016,Domestic general government health expenditure (% of total government expenditure),10.8996
Lesotho,2017,Domestic general government health expenditure (% of total government expenditure),11.8211
Liberia,2000,Current health expenditure (% of GDP),4.0231
Liberia,2005,Current health expenditure (% of GDP),8.8513
Liberia,2010,Current health expenditure (% of GDP),8.7943
Liberia,2015,Current health expenditure (% of GDP),10.2898
Liberia,2016,Current health expenditure (% of GDP),9.7959
Liberia,2017,Current health expenditure (% of GDP),8.1553
Liberia,2000,Domestic general government health expenditure (% of total government expenditure),4.9649
Liberia,2005,Domestic general government health expenditure (% of total government expenditure),4.4866
Liberia,2010,Domestic general government health expenditure (% of total government expenditure),3.1661
Liberia,2015,Domestic general government health expenditure (% of total government expenditure),3.2521
Liberia,2016,Domestic general government health expenditure (% of total government expenditure),3.9004
Liberia,2017,Domestic general government health expenditure (% of total government expenditure),4.2041
Libya,2000,Current health expenditure (% of GDP),3.4254
Libya,2005,Current health expenditure (% of GDP),2.5977
Libya,2010,Current health expenditure (% of GDP),3.5854
Libya,2000,Domestic general government health expenditure (% of total government expenditure),6.0398
Libya,2005,Domestic general government health expenditure (% of total government expenditure),5.7806
Libya,2010,Domestic general government health expenditure (% of total government expenditure),4.3341
Lithuania,2000,Current health expenditure (% of GDP),6.1917
Lithuania,2005,Current health expenditure (% of GDP),5.642
Lithuania,2010,Current health expenditure (% of GDP),6.8161
Lithuania,2015,Current health expenditure (% of GDP),6.4751
Lithuania,2016,Current health expenditure (% of GDP),6.6444
Lithuania,2017,Current health expenditure (% of GDP),6.4576
Lithuania,2000,Domestic general government health expenditure (% of total government expenditure),10.5711
Lithuania,2005,Domestic general government health expenditure (% of total government expenditure),10.0503
Lithuania,2010,Domestic general government health expenditure (% of total government expenditure),11.4555
Lithuania,2015,Domestic general government health expenditure (% of total government expenditure),12.261
Lithuania,2016,Domestic general government health expenditure (% of total government expenditure),12.8078
Lithuania,2017,Domestic general government health expenditure (% of total government expenditure),12.7744
Luxembourg,2000,Current health expenditure (% of GDP),5.9014
Luxembourg,2005,Current health expenditure (% of GDP),7.1826
Luxembourg,2010,Current health expenditure (% of GDP),7.0312
Luxembourg,2015,Current health expenditure (% of GDP),5.479
Luxembourg,2016,Current health expenditure (% of GDP),5.4687
Luxembourg,2017,Current health expenditure (% of GDP),5.4811
Luxembourg,2000,Domestic general government health expenditure (% of total government expenditure),12.9897
Luxembourg,2005,Domestic general government health expenditure (% of total government expenditure),13.8664
Luxembourg,2010,Domestic general government health expenditure (% of total government expenditure),13.689
Luxembourg,2015,Domestic general government health expenditure (% of total government expenditure),11.0705
Luxembourg,2016,Domestic general government health expenditure (% of total government expenditure),11.063
Luxembourg,2017,Domestic general government health expenditure (% of total government expenditure),10.7956
Madagascar,2000,Current health expenditure (% of GDP),5.231
Madagascar,2005,Current health expenditure (% of GDP),6.0052
Madagascar,2010,Current health expenditure (% of GDP),5.3203
Madagascar,2015,Current health expenditure (% of GDP),5.7212
Madagascar,2016,Current health expenditure (% of GDP),6.1172
Madagascar,2017,Current health expenditure (% of GDP),5.502
Madagascar,2000,Domestic general government health expenditure (% of total government expenditure),11.5196
Madagascar,2005,Domestic general government health expenditure (% of total government expenditure),10.5658
Madagascar,2010,Domestic general government health expenditure (% of total government expenditure),15.2097
Madagascar,2015,Domestic general government health expenditure (% of total government expenditure),15.2743
Madagascar,2016,Domestic general government health expenditure (% of total government expenditure),17.4888
Madagascar,2017,Domestic general government health expenditure (% of total government expenditure),15.0213
Malawi,2000,Current health expenditure (% of GDP),3.3525
Malawi,2005,Current health expenditure (% of GDP),6.0551
Malawi,2010,Current health expenditure (% of GDP),7.2414
Malawi,2015,Current health expenditure (% of GDP),9.3333
Malawi,2016,Current health expenditure (% of GDP),9.6936
Malawi,2017,Current health expenditure (% of GDP),9.6482
Malawi,2000,Domestic general government health expenditure (% of total government expenditure),7.066
Malawi,2005,Domestic general government health expenditure (% of total government expenditure),6.0578
Malawi,2010,Domestic general government health expenditure (% of total government expenditure),5.7947
Malawi,2015,Domestic general government health expenditure (% of total government expenditure),9.6751
Malawi,2016,Domestic general government health expenditure (% of total government expenditure),9.7755
Malawi,2017,Domestic general government health expenditure (% of total government expenditure),9.7755
Malaysia,2000,Current health expenditure (% of GDP),2.5648
Malaysia,2005,Current health expenditure (% of GDP),2.8446
Malaysia,2010,Current health expenditure (% of GDP),3.2287
Malaysia,2015,Current health expenditure (% of GDP),3.8949
Malaysia,2016,Current health expenditure (% of GDP),3.7994
Malaysia,2017,Current health expenditure (% of GDP),3.8594
Malaysia,2000,Domestic general government health expenditure (% of total government expenditure),4.6045
Malaysia,2005,Domestic general government health expenditure (% of total government expenditure),5.6117
Malaysia,2010,Domestic general government health expenditure (% of total government expenditure),6.3204
Malaysia,2015,Domestic general government health expenditure (% of total government expenditure),8.2382
Malaysia,2016,Domestic general government health expenditure (% of total government expenditure),8.3223
Malaysia,2017,Domestic general government health expenditure (% of total government expenditure),8.9278
Maldives,2000,Current health expenditure (% of GDP),7.7366
Maldives,2005,Current health expenditure (% of GDP),8.8275
Maldives,2010,Current health expenditure (% of GDP),8.4876
Maldives,2015,Current health expenditure (% of GDP),8.6903
Maldives,2016,Current health expenditure (% of GDP),10.1997
Maldives,2017,Current health expenditure (% of GDP),9.03
Maldives,2000,Domestic general government health expenditure (% of total government expenditure),8.8414
Maldives,2005,Domestic general government health expenditure (% of total government expenditure),7.6986
Maldives,2010,Domestic general government health expenditure (% of total government expenditure),13.6037
Maldives,2015,Domestic general government health expenditure (% of total government expenditure),18.4983
Maldives,2016,Domestic general government health expenditure (% of total government expenditure),20.4428
Maldives,2017,Domestic general government health expenditure (% of total government expenditure),21.7775
Mali,2000,Current health expenditure (% of GDP),5.5621
Mali,2005,Current health expenditure (% of GDP),5.0549
Mali,2010,Current health expenditure (% of GDP),4.609
Mali,2015,Current health expenditure (% of GDP),4.1114
Mali,2016,Current health expenditure (% of GDP),3.7754
Mali,2017,Current health expenditure (% of GDP),3.794
Mali,2000,Domestic general government health expenditure (% of total government expenditure),6.8213
Mali,2005,Domestic general government health expenditure (% of total government expenditure),6.3615
Mali,2010,Domestic general government health expenditure (% of total government expenditure),3.2564
Mali,2015,Domestic general government health expenditure (% of total government expenditure),4.3903
Mali,2016,Domestic general government health expenditure (% of total government expenditure),5.4306
Mali,2017,Domestic general government health expenditure (% of total government expenditure),5.7852
Malta,2000,Current health expenditure (% of GDP),6.5991
Malta,2005,Current health expenditure (% of GDP),8.6808
Malta,2010,Current health expenditure (% of GDP),8.2127
Malta,2015,Current health expenditure (% of GDP),9.2372
Malta,2016,Current health expenditure (% of GDP),9.1664
Malta,2017,Current health expenditure (% of GDP),9.341
Malta,2000,Domestic general government health expenditure (% of total government expenditure),11.7831
Malta,2005,Domestic general government health expenditure (% of total government expenditure),14.2069
Malta,2010,Domestic general government health expenditure (% of total government expenditure),12.9151
Malta,2015,Domestic general government health expenditure (% of total government expenditure),14.1694
Malta,2016,Domestic general government health expenditure (% of total government expenditure),15.7751
Malta,2017,Domestic general government health expenditure (% of total government expenditure),16.4762
Marshall Islands,2000,Current health expenditure (% of GDP),19.7192
Marshall Islands,2005,Current health expenditure (% of GDP),21.614
Marshall Islands,2010,Current health expenditure (% of GDP),15.2457
Marshall Islands,2015,Current health expenditure (% of GDP),17.5907
Marshall Islands,2016,Current health expenditure (% of GDP),17.8622
Marshall Islands,2017,Current health expenditure (% of GDP),16.4029
Marshall Islands,2000,Domestic general government health expenditure (% of total government expenditure),17.089
Marshall Islands,2005,Domestic general government health expenditure (% of total government expenditure),6.5508
Marshall Islands,2010,Domestic general government health expenditure (% of total government expenditure),7.6736
Marshall Islands,2015,Domestic general government health expenditure (% of total government expenditure),11.5724
Marshall Islands,2016,Domestic general government health expenditure (% of total government expenditure),12.1496
Marshall Islands,2017,Domestic general government health expenditure (% of total government expenditure),9.4874
Mauritania,2000,Current health expenditure (% of GDP),4.6504
Mauritania,2005,Current health expenditure (% of GDP),4.5762
Mauritania,2010,Current health expenditure (% of GDP),3.4216
Mauritania,2015,Current health expenditure (% of GDP),4.7432
Mauritania,2016,Current health expenditure (% of GDP),4.1308
Mauritania,2017,Current health expenditure (% of GDP),4.4032
Mauritania,2000,Domestic general government health expenditure (% of total government expenditure),2.5171
Mauritania,2005,Domestic general government health expenditure (% of total government expenditure),3.8442
Mauritania,2010,Domestic general government health expenditure (% of total government expenditure),4.223
Mauritania,2015,Domestic general government health expenditure (% of total government expenditure),5.5302
Mauritania,2016,Domestic general government health expenditure (% of total government expenditure),5.7563
Mauritania,2017,Domestic general government health expenditure (% of total government expenditure),6.0656
Mauritius,2000,Current health expenditure (% of GDP),2.8958
Mauritius,2005,Current health expenditure (% of GDP),3.5653
Mauritius,2010,Current health expenditure (% of GDP),4.5798
Mauritius,2015,Current health expenditure (% of GDP),5.7
Mauritius,2016,Current health expenditure (% of GDP),5.7068
Mauritius,2017,Current health expenditure (% of GDP),5.7187
Mauritius,2000,Domestic general government health expenditure (% of total government expenditure),6.8793
Mauritius,2005,Domestic general government health expenditure (% of total government expenditure),7.3627
Mauritius,2010,Domestic general government health expenditure (% of total government expenditure),8.2959
Mauritius,2015,Domestic general government health expenditure (% of total government expenditure),9.4584
Mauritius,2016,Domestic general government health expenditure (% of total government expenditure),9.9902
Mauritius,2017,Domestic general government health expenditure (% of total government expenditure),9.9685
Mexico,2000,Current health expenditure (% of GDP),4.4491
Mexico,2005,Current health expenditure (% of GDP),5.8361
Mexico,2010,Current health expenditure (% of GDP),5.9751
Mexico,2015,Current health expenditure (% of GDP),5.7971
Mexico,2016,Current health expenditure (% of GDP),5.6161
Mexico,2017,Current health expenditure (% of GDP),5.5165
Mexico,2000,Domestic general government health expenditure (% of total government expenditure),9.8996
Mexico,2005,Domestic general government health expenditure (% of total government expenditure),11.1423
Mexico,2010,Domestic general government health expenditure (% of total government expenditure),10.5033
Mexico,2015,Domestic general government health expenditure (% of total government expenditure),11.1794
Mexico,2016,Domestic general government health expenditure (% of total government expenditure),10.7508
Mexico,2017,Domestic general government health expenditure (% of total government expenditure),11.0486
Micronesia (Fed. States of),2000,Current health expenditure (% of GDP),7.7651
Micronesia (Fed. States of),2005,Current health expenditure (% of GDP),17.7331
Micronesia (Fed. States of),2010,Current health expenditure (% of GDP),13.1062
Micronesia (Fed. States of),2015,Current health expenditure (% of GDP),12.5315
Micronesia (Fed. States of),2016,Current health expenditure (% of GDP),12.591
Micronesia (Fed. States of),2017,Current health expenditure (% of GDP),12.3515
Micronesia (Fed. States of),2000,Domestic general government health expenditure (% of total government expenditure),2.5944
Micronesia (Fed. States of),2005,Domestic general government health expenditure (% of total government expenditure),4.4624
Micronesia (Fed. States of),2010,Domestic general government health expenditure (% of total government expenditure),3.3999
Micronesia (Fed. States of),2015,Domestic general government health expenditure (% of total government expenditure),5.7719
Micronesia (Fed. States of),2016,Domestic general government health expenditure (% of total government expenditure),5.5108
Micronesia (Fed. States of),2017,Domestic general government health expenditure (% of total government expenditure),4.9452
Monaco,2000,Current health expenditure (% of GDP),1.7343
Monaco,2005,Current health expenditure (% of GDP),2.1163
Monaco,2010,Current health expenditure (% of GDP),2.3306
Monaco,2015,Current health expenditure (% of GDP),2.0283
Monaco,2016,Current health expenditure (% of GDP),1.7491
Monaco,2017,Current health expenditure (% of GDP),1.7727
Monaco,2000,Domestic general government health expenditure (% of total government expenditure),6.8963
Monaco,2005,Domestic general government health expenditure (% of total government expenditure),7.9048
Monaco,2010,Domestic general government health expenditure (% of total government expenditure),9.1693
Monaco,2015,Domestic general government health expenditure (% of total government expenditure),8.0937
Monaco,2016,Domestic general government health expenditure (% of total government expenditure),6.698
Monaco,2017,Domestic general government health expenditure (% of total government expenditure),6.7499
Mongolia,2000,Current health expenditure (% of GDP),4.8726
Mongolia,2005,Current health expenditure (% of GDP),3.7553
Mongolia,2010,Current health expenditure (% of GDP),3.7395
Mongolia,2015,Current health expenditure (% of GDP),4.2383
Mongolia,2016,Current health expenditure (% of GDP),4.4236
Mongolia,2017,Current health expenditure (% of GDP),4.0023
Mongolia,2000,Domestic general government health expenditure (% of total government expenditure),12.2523
Mongolia,2005,Domestic general government health expenditure (% of total government expenditure),9.0401
Mongolia,2010,Domestic general government health expenditure (% of total government expenditure),7.7429
Mongolia,2015,Domestic general government health expenditure (% of total government expenditure),7.1083
Mongolia,2016,Domestic general government health expenditure (% of total government expenditure),6.4796
Mongolia,2017,Domestic general government health expenditure (% of total government expenditure),8.1525
Morocco,2000,Current health expenditure (% of GDP),3.9781
Morocco,2005,Current health expenditure (% of GDP),4.7647
Morocco,2010,Current health expenditure (% of GDP),5.8641
Morocco,2015,Current health expenditure (% of GDP),5.0717
Morocco,2016,Current health expenditure (% of GDP),5.2381
Morocco,2017,Current health expenditure (% of GDP),5.2452
Morocco,2000,Domestic general government health expenditure (% of total government expenditure),3.9813
Morocco,2005,Domestic general government health expenditure (% of total government expenditure),3.9854
Morocco,2010,Domestic general government health expenditure (% of total government expenditure),7.5316
Morocco,2015,Domestic general government health expenditure (% of total government expenditure),6.8544
Morocco,2016,Domestic general government health expenditure (% of total government expenditure),7.2934
Morocco,2017,Domestic general government health expenditure (% of total government expenditure),7.4892
Mozambique,2000,Current health expenditure (% of GDP),3.9268
Mozambique,2005,Current health expenditure (% of GDP),6.4397
Mozambique,2010,Current health expenditure (% of GDP),5.1222
Mozambique,2015,Current health expenditure (% of GDP),5.2685
Mozambique,2016,Current health expenditure (% of GDP),5.1467
Mozambique,2017,Current health expenditure (% of GDP),4.9412
Mozambique,2000,Domestic general government health expenditure (% of total government expenditure),13.8243
Mozambique,2005,Domestic general government health expenditure (% of total government expenditure),15.8314
Mozambique,2010,Domestic general government health expenditure (% of total government expenditure),2.2445
Mozambique,2015,Domestic general government health expenditure (% of total government expenditure),4.6642
Mozambique,2016,Domestic general government health expenditure (% of total government expenditure),4.6642
Mozambique,2017,Domestic general government health expenditure (% of total government expenditure),4.6642
Myanmar,2000,Current health expenditure (% of GDP),1.8429
Myanmar,2005,Current health expenditure (% of GDP),2.0142
Myanmar,2010,Current health expenditure (% of GDP),1.825
Myanmar,2015,Current health expenditure (% of GDP),5.1971
Myanmar,2016,Current health expenditure (% of GDP),4.7671
Myanmar,2017,Current health expenditure (% of GDP),4.6591
Myanmar,2000,Domestic general government health expenditure (% of total government expenditure),1.2655
Myanmar,2005,Domestic general government health expenditure (% of total government expenditure),1.1107
Myanmar,2010,Domestic general government health expenditure (% of total government expenditure),1.2314
Myanmar,2015,Domestic general government health expenditure (% of total government expenditure),4.7901
Myanmar,2016,Domestic general government health expenditure (% of total government expenditure),3.1382
Myanmar,2017,Domestic general government health expenditure (% of total government expenditure),3.4939
Namibia,2000,Current health expenditure (% of GDP),9.7523
Namibia,2005,Current health expenditure (% of GDP),10.3058
Namibia,2010,Current health expenditure (% of GDP),9.7187
Namibia,2015,Current health expenditure (% of GDP),9.9356
Namibia,2016,Current health expenditure (% of GDP),9.1103
Namibia,2017,Current health expenditure (% of GDP),8.551
Namibia,2000,Domestic general government health expenditure (% of total government expenditure),15.9819
Namibia,2005,Domestic general government health expenditure (% of total government expenditure),16.2678
Namibia,2010,Domestic general government health expenditure (% of total government expenditure),11.9145
Namibia,2015,Domestic general government health expenditure (% of total government expenditure),9.6458
Namibia,2016,Domestic general government health expenditure (% of total government expenditure),10.4683
Namibia,2017,Domestic general government health expenditure (% of total government expenditure),10.6523
Nauru,2000,Current health expenditure (% of GDP),13.497
Nauru,2005,Current health expenditure (% of GDP),12.5714
Nauru,2010,Current health expenditure (% of GDP),10.4306
Nauru,2015,Current health expenditure (% of GDP),13.2517
Nauru,2016,Current health expenditure (% of GDP),13.8648
Nauru,2017,Current health expenditure (% of GDP),11.0175
Nauru,2000,Domestic general government health expenditure (% of total government expenditure),9.6905
Nauru,2005,Domestic general government health expenditure (% of total government expenditure),18.0093
Nauru,2010,Domestic general government health expenditure (% of total government expenditure),7.3238
Nauru,2015,Domestic general government health expenditure (% of total government expenditure),6.7995
Nauru,2016,Domestic general government health expenditure (% of total government expenditure),7.1043
Nauru,2017,Domestic general government health expenditure (% of total government expenditure),5.5962
Nepal,2000,Current health expenditure (% of GDP),3.5736
Nepal,2005,Current health expenditure (% of GDP),4.5067
Nepal,2010,Current health expenditure (% of GDP),4.9748
Nepal,2015,Current health expenditure (% of GDP),6.2193
Nepal,2016,Current health expenditure (% of GDP),6.2784
Nepal,2017,Current health expenditure (% of GDP),5.5533
Nepal,2000,Domestic general government health expenditure (% of total government expenditure),4.2507
Nepal,2005,Domestic general government health expenditure (% of total government expenditure),6.2515
Nepal,2010,Domestic general government health expenditure (% of total government expenditure),4.8051
Nepal,2015,Domestic general government health expenditure (% of total government expenditure),5.146
Nepal,2016,Domestic general government health expenditure (% of total government expenditure),5.3146
Nepal,2017,Domestic general government health expenditure (% of total government expenditure),4.5079
Netherlands,2000,Current health expenditure (% of GDP),7.707
Netherlands,2005,Current health expenditure (% of GDP),9.0967
Netherlands,2010,Current health expenditure (% of GDP),10.1551
Netherlands,2015,Current health expenditure (% of GDP),10.3239
Netherlands,2016,Current health expenditure (% of GDP),10.3006
Netherlands,2017,Current health expenditure (% of GDP),10.1008
Netherlands,2000,Domestic general government health expenditure (% of total government expenditure),12.6152
Netherlands,2005,Domestic general government health expenditure (% of total government expenditure),14.7341
Netherlands,2010,Domestic general government health expenditure (% of total government expenditure),14.2709
Netherlands,2015,Domestic general government health expenditure (% of total government expenditure),15.0582
Netherlands,2016,Domestic general government health expenditure (% of total government expenditure),15.3203
Netherlands,2017,Domestic general government health expenditure (% of total government expenditure),15.3043
New Zealand,2000,Current health expenditure (% of GDP),7.47
New Zealand,2005,Current health expenditure (% of GDP),8.2733
New Zealand,2010,Current health expenditure (% of GDP),9.5884
New Zealand,2015,Current health expenditure (% of GDP),9.3283
New Zealand,2016,Current health expenditure (% of GDP),9.2922
New Zealand,2017,Current health expenditure (% of GDP),9.1701
New Zealand,2000,Domestic general government health expenditure (% of total government expenditure),14.7063
New Zealand,2005,Domestic general government health expenditure (% of total government expenditure),17.3772
New Zealand,2010,Domestic general government health expenditure (% of total government expenditure),17.6093
New Zealand,2015,Domestic general government health expenditure (% of total government expenditure),18.8893
New Zealand,2016,Domestic general government health expenditure (% of total government expenditure),19.2067
New Zealand,2017,Domestic general government health expenditure (% of total government expenditure),19.2881
Nicaragua,2000,Current health expenditure (% of GDP),5.2388
Nicaragua,2005,Current health expenditure (% of GDP),6.076
Nicaragua,2010,Current health expenditure (% of GDP),7.0493
Nicaragua,2015,Current health expenditure (% of GDP),8.0015
Nicaragua,2016,Current health expenditure (% of GDP),8.7909
Nicaragua,2017,Current health expenditure (% of GDP),8.6455
Nicaragua,2000,Domestic general government health expenditure (% of total government expenditure),10.1563
Nicaragua,2005,Domestic general government health expenditure (% of total government expenditure),11.2748
Nicaragua,2010,Domestic general government health expenditure (% of total government expenditure),13.21
Nicaragua,2015,Domestic general government health expenditure (% of total government expenditure),17.3991
Nicaragua,2016,Domestic general government health expenditure (% of total government expenditure),19.6011
Nicaragua,2017,Domestic general government health expenditure (% of total government expenditure),18.6187
Niger,2000,Current health expenditure (% of GDP),7.1984
Niger,2005,Current health expenditure (% of GDP),8.1981
Niger,2010,Current health expenditure (% of GDP),6.8689
Niger,2015,Current health expenditure (% of GDP),7.138
Niger,2016,Current health expenditure (% of GDP),6.1646
Niger,2017,Current health expenditure (% of GDP),7.74
Niger,2000,Domestic general government health expenditure (% of total government expenditure),8.3582
Niger,2005,Domestic general government health expenditure (% of total government expenditure),12.3405
Niger,2010,Domestic general government health expenditure (% of total government expenditure),8.704
Niger,2015,Domestic general government health expenditure (% of total government expenditure),4.586
Niger,2016,Domestic general government health expenditure (% of total government expenditure),5.6858
Niger,2017,Domestic general government health expenditure (% of total government expenditure),9.6507
Nigeria,2000,Current health expenditure (% of GDP),3.1974
Nigeria,2005,Current health expenditure (% of GDP),4.4659
Nigeria,2010,Current health expenditure (% of GDP),3.2965
Nigeria,2015,Current health expenditure (% of GDP),3.5819
Nigeria,2016,Current health expenditure (% of GDP),3.6477
Nigeria,2017,Current health expenditure (% of GDP),3.7555
Nigeria,2000,Domestic general government health expenditure (% of total government expenditure),2.3668
Nigeria,2005,Domestic general government health expenditure (% of total government expenditure),6.4077
Nigeria,2010,Domestic general government health expenditure (% of total government expenditure),2.6944
Nigeria,2015,Domestic general government health expenditure (% of total government expenditure),5.3197
Nigeria,2016,Domestic general government health expenditure (% of total government expenditure),5.0046
Nigeria,2017,Domestic general government health expenditure (% of total government expenditure),4.6014
Niue,2000,Current health expenditure (% of GDP),8.2821
Niue,2005,Current health expenditure (% of GDP),10.6429
Niue,2010,Current health expenditure (% of GDP),10.3178
Niue,2015,Current health expenditure (% of GDP),8.1905
Niue,2016,Current health expenditure (% of GDP),7.7466
Niue,2017,Current health expenditure (% of GDP),8.6309
Niue,2000,Domestic general government health expenditure (% of total government expenditure),6.55
Niue,2005,Domestic general government health expenditure (% of total government expenditure),7.1727
Niue,2010,Domestic general government health expenditure (% of total government expenditure),6.9362
Niue,2015,Domestic general government health expenditure (% of total government expenditure),5.5895
Niue,2016,Domestic general government health expenditure (% of total government expenditure),4.9748
Niue,2017,Domestic general government health expenditure (% of total government expenditure),5.2038
North Macedonia,2000,Current health expenditure (% of GDP),8.8699
North Macedonia,2005,Current health expenditure (% of GDP),7.6791
North Macedonia,2010,Current health expenditure (% of GDP),6.7137
North Macedonia,2015,Current health expenditure (% of GDP),6.3423
North Macedonia,2016,Current health expenditure (% of GDP),6.3794
North Macedonia,2017,Current health expenditure (% of GDP),6.0621
North Macedonia,2000,Domestic general government health expenditure (% of total government expenditure),14.7143
North Macedonia,2005,Domestic general government health expenditure (% of total government expenditure),13.4678
North Macedonia,2010,Domestic general government health expenditure (% of total government expenditure),12.5085
North Macedonia,2015,Domestic general government health expenditure (% of total government expenditure),12.784
North Macedonia,2016,Domestic general government health expenditure (% of total government expenditure),13.055
North Macedonia,2017,Domestic general government health expenditure (% of total government expenditure),12.8232
Norway,2000,Current health expenditure (% of GDP),7.7091
Norway,2005,Current health expenditure (% of GDP),8.3328
Norway,2010,Current health expenditure (% of GDP),8.8978
Norway,2015,Current health expenditure (% of GDP),10.1089
Norway,2016,Current health expenditure (% of GDP),10.5195
Norway,2017,Current health expenditure (% of GDP),10.4463
Norway,2000,Domestic general government health expenditure (% of total government expenditure),14.9807
Norway,2005,Domestic general government health expenditure (% of total government expenditure),16.4523
Norway,2010,Domestic general government health expenditure (% of total government expenditure),16.7648
Norway,2015,Domestic general government health expenditure (% of total government expenditure),17.7144
Norway,2016,Domestic general government health expenditure (% of total government expenditure),17.6913
Norway,2017,Domestic general government health expenditure (% of total government expenditure),17.8774
Oman,2000,Current health expenditure (% of GDP),3.0635
Oman,2005,Current health expenditure (% of GDP),2.5871
Oman,2010,Current health expenditure (% of GDP),2.8207
Oman,2015,Current health expenditure (% of GDP),4.3044
Oman,2016,Current health expenditure (% of GDP),4.3287
Oman,2017,Current health expenditure (% of GDP),3.8491
Oman,2000,Domestic general government health expenditure (% of total government expenditure),7.0308
Oman,2005,Domestic general government health expenditure (% of total government expenditure),6.0894
Oman,2010,Domestic general government health expenditure (% of total government expenditure),6.6959
Oman,2015,Domestic general government health expenditure (% of total government expenditure),7.5657
Oman,2016,Domestic general government health expenditure (% of total government expenditure),7.5657
Oman,2017,Domestic general government health expenditure (% of total government expenditure),7.5657
Pakistan,2000,Current health expenditure (% of GDP),2.8855
Pakistan,2005,Current health expenditure (% of GDP),2.7079
Pakistan,2010,Current health expenditure (% of GDP),2.5968
Pakistan,2015,Current health expenditure (% of GDP),2.6871
Pakistan,2016,Current health expenditure (% of GDP),2.8551
Pakistan,2017,Current health expenditure (% of GDP),2.8986
Pakistan,2000,Domestic general government health expenditure (% of total government expenditure),5.8751
Pakistan,2005,Domestic general government health expenditure (% of total government expenditure),3.7054
Pakistan,2010,Domestic general government health expenditure (% of total government expenditure),2.8112
Pakistan,2015,Domestic general government health expenditure (% of total government expenditure),3.7429
Pakistan,2016,Domestic general government health expenditure (% of total government expenditure),4.1157
Pakistan,2017,Domestic general government health expenditure (% of total government expenditure),4.303
Palau,2000,Current health expenditure (% of GDP),8.9351
Palau,2005,Current health expenditure (% of GDP),9.3427
Palau,2010,Current health expenditure (% of GDP),11.6086
Palau,2015,Current health expenditure (% of GDP),10.8883
Palau,2016,Current health expenditure (% of GDP),11.8447
Palau,2017,Current health expenditure (% of GDP),11.9612
Palau,2000,Domestic general government health expenditure (% of total government expenditure),8.1943
Palau,2005,Domestic general government health expenditure (% of total government expenditure),8.7309
Palau,2010,Domestic general government health expenditure (% of total government expenditure),8.536
Palau,2015,Domestic general government health expenditure (% of total government expenditure),10.9891
Palau,2016,Domestic general government health expenditure (% of total government expenditure),16.5122
Palau,2017,Domestic general government health expenditure (% of total government expenditure),17.3856
Panama,2000,Current health expenditure (% of GDP),7.0472
Panama,2005,Current health expenditure (% of GDP),6.1966
Panama,2010,Current health expenditure (% of GDP),7.1716
Panama,2015,Current health expenditure (% of GDP),6.8079
Panama,2016,Current health expenditure (% of GDP),7.2416
Panama,2017,Current health expenditure (% of GDP),7.3195
Panama,2000,Domestic general government health expenditure (% of total government expenditure),19.7762
Panama,2005,Domestic general government health expenditure (% of total government expenditure),16.4874
Panama,2010,Domestic general government health expenditure (% of total government expenditure),19.2054
Panama,2015,Domestic general government health expenditure (% of total government expenditure),19.3543
Panama,2016,Domestic general government health expenditure (% of total government expenditure),21.6755
Panama,2017,Domestic general government health expenditure (% of total government expenditure),20.0809
Papua New Guinea,2000,Current health expenditure (% of GDP),1.9839
Papua New Guinea,2005,Current health expenditure (% of GDP),2.4578
Papua New Guinea,2010,Current health expenditure (% of GDP),2.1076
Papua New Guinea,2015,Current health expenditure (% of GDP),1.9144
Papua New Guinea,2016,Current health expenditure (% of GDP),2.5426
Papua New Guinea,2017,Current health expenditure (% of GDP),2.4693
Papua New Guinea,2000,Domestic general government health expenditure (% of total government expenditure),8.3167
Papua New Guinea,2005,Domestic general government health expenditure (% of total government expenditure),7.8259
Papua New Guinea,2010,Domestic general government health expenditure (% of total government expenditure),7.0693
Papua New Guinea,2015,Domestic general government health expenditure (% of total government expenditure),6.0223
